"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Volaris","LAX","GDL",12,2,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",213
"VivaAerobus","GDL","LAX",10,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",122
"Aeroméxico","GDL","SJC",17,3,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","No es de conexion",193
"Aeromar","JFK","PDX",4,11,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",133
"VivaAerobus","PDX","GDL",7,2,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",83
"Interjet","GDL","LAX",9,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",146
"Volaris","JFK","GDL",26,1,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",138
"Aeromar","PDX","SJC",16,3,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",55
"Aeroméxico","SJC","JFK",9,4,2023,"Mujer","Trabajo","Casa","Recogida","No es de conexion",200
"Aeroméxico","LAX","JFK",14,10,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",147
"Aeromar","SJC","JFK",25,4,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",205
"Volaris","LAX","SJC",1,12,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",79
"Interjet","JFK","LAX",29,4,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",33
"Interjet","PDX","LAX",16,1,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",62
"Interjet","PDX","SJC",6,8,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",68
"Aeromar","SJC","JFK",26,2,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",31
"Aeromar","GDL","SJC",26,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",125
"Interjet","SJC","GDL",15,1,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",231
"Interjet","LAX","JFK",1,4,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",190
"Interjet","GDL","PDX",11,4,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","Es de conexion",157
"Aeromar","LAX","SJC",26,6,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",224
"Aeroméxico","GDL","SJC",21,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",154
"Aeroméxico","PDX","GDL",28,9,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",178
"Volaris","SJC","GDL",7,11,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",194
"Interjet","JFK","SJC",23,4,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",148
"Aeromar","PDX","LAX",1,7,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",171
"Volaris","SJC","LAX",5,1,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","Es de conexion",124
"Interjet","SJC","PDX",11,12,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",79
"Aeroméxico","JFK","GDL",5,4,2023,"Mujer","Trabajo","Amigos","Recogida","Es de conexion",101
"Volaris","PDX","GDL",26,2,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",168
"VivaAerobus","GDL","JFK",25,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",91
"Aeroméxico","JFK","LAX",8,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",200
"Aeroméxico","JFK","GDL",26,8,2023,"Hombre","Trabajo","Hotel","Transporte público","No es de conexion",153
"Volaris","LAX","PDX",12,2,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",81
"Volaris","GDL","LAX",3,8,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",122
"Aeroméxico","SJC","LAX",7,3,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",76
"Interjet","JFK","PDX",20,11,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",40
"Aeroméxico","SJC","JFK",20,9,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",34
"Interjet","SJC","JFK",8,8,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",100
"Volaris","JFK","GDL",16,6,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","No es de conexion",167
"Interjet","GDL","JFK",7,2,2023,"Hombre","Trabajo","Amigos","Recogida","Es de conexion",135
"Aeroméxico","PDX","SJC",5,5,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",191
"Volaris","JFK","LAX",15,10,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",234
"VivaAerobus","JFK","GDL",3,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Recogida","No es de conexion",231
"Aeroméxico","GDL","PDX",9,2,2023,"Mujer","Vacaciones/placer","Hotel","Recogida","No es de conexion",49
"Interjet","LAX","GDL",14,10,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","Es de conexion",58
"VivaAerobus","LAX","JFK",23,5,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",51
"Interjet","SJC","PDX",8,1,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",212
"VivaAerobus","PDX","SJC",13,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",55
"Interjet","GDL","SJC",22,2,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",225
"Aeromar","LAX","PDX",1,11,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",144
"VivaAerobus","GDL","JFK",1,2,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",67
"Aeromar","LAX","GDL",10,2,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",160
"Aeromar","GDL","LAX",18,5,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",37
"Interjet","GDL","JFK",23,2,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",190
"Interjet","PDX","LAX",10,7,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",32
"Aeromar","JFK","SJC",8,11,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",125
"Interjet","SJC","JFK",7,3,2023,"Mujer","Trabajo","Casa","Recogida","Es de conexion",36
"Interjet","GDL","JFK",2,7,2023,"Hombre","Trabajo","Amigos","Recogida","Es de conexion",185
"VivaAerobus","GDL","JFK",19,9,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",67
"Aeromar","LAX","PDX",11,2,2023,"Hombre","Trabajo","Hotel","Transporte público","Es de conexion",169
"Aeroméxico","JFK","GDL",22,10,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",185
"Aeromar","PDX","JFK",25,12,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",51
"VivaAerobus","PDX","LAX",8,7,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",148
"Interjet","PDX","JFK",3,12,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",135
"Aeromar","SJC","PDX",18,2,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",61
"Aeromar","JFK","GDL",23,9,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",162
"Interjet","LAX","GDL",16,1,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",144
"Aeroméxico","GDL","SJC",20,7,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",85
"Interjet","LAX","SJC",16,7,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",204
"Aeromar","GDL","LAX",1,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",195
"Volaris","LAX","GDL",17,7,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","Es de conexion",86
"VivaAerobus","SJC","JFK",5,11,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",56
"Aeroméxico","JFK","GDL",4,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",104
"Aeromar","JFK","SJC",3,2,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","Es de conexion",136
"Aeroméxico","GDL","SJC",22,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",64
"VivaAerobus","GDL","SJC",24,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",160
"Volaris","GDL","PDX",1,4,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",71
"Volaris","PDX","SJC",28,3,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",124
"Aeroméxico","SJC","JFK",5,12,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",145
"Interjet","LAX","JFK",12,8,2023,"Hombre","Vacaciones/placer","Casa","Recogida","Es de conexion",188
"Aeromar","LAX","GDL",15,2,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",162
"Aeromar","JFK","SJC",1,10,2023,"Hombre","Trabajo","Amigos","Auto propio","Es de conexion",190
"Volaris","PDX","LAX",16,5,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",54
"Aeroméxico","PDX","JFK",2,8,2023,"Hombre","Vuelta a casa","Hotel","Auto propio","No es de conexion",203
"Aeroméxico","SJC","LAX",15,9,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",148
"Aeromar","PDX","LAX",25,12,2023,"Mujer","Trabajo","Hotel","Auto propio","Es de conexion",65
"Aeroméxico","JFK","LAX",26,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",193
"Aeromar","PDX","LAX",21,9,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",151
"VivaAerobus","JFK","SJC",14,7,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",182
"Aeromar","PDX","JFK",16,6,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",111
"VivaAerobus","SJC","PDX",21,4,2023,"Hombre","Vacaciones/placer","Casa","Recogida","Es de conexion",86
"Aeromar","SJC","PDX",19,8,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","Es de conexion",33
"VivaAerobus","SJC","PDX",22,10,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",197
"Volaris","SJC","LAX",10,9,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",224
"Interjet","SJC","JFK",6,6,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",59
"Aeroméxico","GDL","JFK",27,9,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","No es de conexion",47
"Aeromar","JFK","GDL",16,3,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","Es de conexion",39
"Aeroméxico","JFK","SJC",24,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",88
"VivaAerobus","LAX","GDL",18,9,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",153
"VivaAerobus","LAX","PDX",24,12,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",102
"Volaris","GDL","SJC",10,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",97
"Aeromar","SJC","JFK",23,3,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",201
"Aeroméxico","LAX","JFK",20,8,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",73
"Interjet","GDL","PDX",13,5,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",42
"Interjet","JFK","LAX",19,6,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",98
"Aeroméxico","PDX","JFK",5,1,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",71
"VivaAerobus","GDL","JFK",28,5,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","Es de conexion",185
"Volaris","LAX","JFK",12,9,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",180
"Volaris","SJC","LAX",28,11,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","Es de conexion",134
"Aeroméxico","PDX","LAX",17,11,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",155
"Volaris","PDX","GDL",27,1,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",211
"Aeroméxico","PDX","SJC",14,5,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",92
"Volaris","JFK","SJC",16,10,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","No es de conexion",223
"Interjet","LAX","PDX",9,10,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",110
"Aeromar","GDL","JFK",27,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","No es de conexion",40
"VivaAerobus","PDX","SJC",26,2,2023,"Mujer","Vuelta a casa","Amigos","Recogida","Es de conexion",90
"VivaAerobus","PDX","JFK",16,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",62
"VivaAerobus","PDX","GDL",14,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","No es de conexion",216
"VivaAerobus","LAX","SJC",14,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",101
"Volaris","LAX","PDX",20,9,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",205
"Volaris","SJC","JFK",3,10,2023,"Hombre","Trabajo","Amigos","Recogida","Es de conexion",144
"Interjet","PDX","JFK",10,10,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",217
"Interjet","GDL","LAX",23,6,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",228
"Aeroméxico","GDL","LAX",18,3,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",200
"VivaAerobus","PDX","LAX",6,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",180
"Aeroméxico","PDX","LAX",15,4,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",143
"Aeromar","JFK","SJC",27,7,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",176
"Interjet","JFK","PDX",4,6,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",78
"Volaris","GDL","LAX",2,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",188
"VivaAerobus","LAX","PDX",13,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",167
"VivaAerobus","GDL","LAX",29,1,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",37
"VivaAerobus","GDL","SJC",6,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","Es de conexion",216
"Aeromar","LAX","PDX",17,9,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","Es de conexion",144
"VivaAerobus","PDX","JFK",17,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",108
"Interjet","LAX","GDL",26,10,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",240
"Interjet","JFK","LAX",19,6,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",189
"Aeromar","LAX","GDL",3,8,2023,"Hombre","Vuelta a casa","Casa","Auto propio","No es de conexion",103
"VivaAerobus","LAX","PDX",19,6,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",75
"Aeroméxico","JFK","GDL",19,11,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",32
"VivaAerobus","LAX","GDL",12,4,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",236
"Aeroméxico","JFK","GDL",22,10,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",51
"Aeromar","JFK","SJC",25,7,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",64
"VivaAerobus","GDL","JFK",12,4,2023,"Hombre","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",174
"Aeromar","SJC","PDX",24,2,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",32
"Interjet","LAX","SJC",29,12,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","No es de conexion",195
"Aeromar","JFK","SJC",5,6,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",46
"Interjet","GDL","PDX",27,3,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","Es de conexion",105
"Interjet","SJC","LAX",11,7,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",120
"Volaris","SJC","JFK",28,6,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",220
"Interjet","PDX","SJC",17,10,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",130
"Aeromar","JFK","SJC",29,2,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",145
"Aeromar","JFK","LAX",3,2,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",178
"Aeroméxico","GDL","LAX",5,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","Es de conexion",107
"Aeromar","PDX","LAX",15,1,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",223
"VivaAerobus","GDL","SJC",6,8,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",42
"Aeromar","GDL","JFK",25,7,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",108
"Interjet","SJC","JFK",1,2,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",33
"Aeroméxico","JFK","LAX",1,12,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",34
"VivaAerobus","PDX","LAX",7,8,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",202
"Interjet","JFK","PDX",13,2,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","No es de conexion",152
"Aeroméxico","LAX","SJC",7,2,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",57
"Interjet","GDL","JFK",26,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",164
"Aeromar","LAX","SJC",5,8,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",108
"Volaris","JFK","PDX",22,3,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",52
"VivaAerobus","PDX","SJC",12,12,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",41
"Aeromar","PDX","JFK",22,8,2023,"Hombre","Trabajo","Hotel","Transporte público","No es de conexion",57
"Volaris","GDL","JFK",16,1,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",136
"Aeromar","SJC","JFK",15,10,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",222
"VivaAerobus","GDL","JFK",16,6,2023,"Hombre","Trabajo","Amigos","Auto propio","Es de conexion",234
"VivaAerobus","GDL","LAX",15,8,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",126
"VivaAerobus","JFK","GDL",16,12,2023,"Mujer","Trabajo","Amigos","Renta de autos","Es de conexion",61
"Aeroméxico","LAX","PDX",14,2,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","Es de conexion",219
"Interjet","LAX","JFK",4,1,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","No es de conexion",140
"VivaAerobus","LAX","SJC",29,11,2023,"Hombre","Vuelta a casa","Hotel","Auto propio","No es de conexion",189
"Volaris","LAX","SJC",12,11,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",139
"Interjet","LAX","SJC",27,2,2023,"Hombre","Trabajo","Casa","Auto propio","Es de conexion",219
"Aeroméxico","LAX","JFK",9,10,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Auto propio","Es de conexion",150
