"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Interjet","GDL","LAX",4,3,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",207
"Interjet","LAX","JFK",22,12,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",36
"Aeroméxico","SJC","JFK",3,7,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",68
"Volaris","SJC","PDX",13,5,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",162
"Volaris","LAX","SJC",2,9,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",97
"Volaris","JFK","PDX",11,10,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",150
"Interjet","SJC","LAX",19,3,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",71
"Interjet","GDL","SJC",10,2,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",43
"Aeroméxico","JFK","SJC",6,7,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",161
"Aeromar","SJC","GDL",25,2,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",224
"Aeromar","JFK","LAX",9,2,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",105
"Interjet","GDL","SJC",12,3,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","Es de conexion",191
"VivaAerobus","SJC","LAX",10,2,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",195
"VivaAerobus","JFK","PDX",4,8,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",203
"Aeromar","LAX","JFK",11,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",176
"Interjet","JFK","SJC",21,1,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",143
"Aeromar","SJC","JFK",29,2,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",229
"Aeromar","JFK","GDL",13,12,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",237
"Aeromar","JFK","LAX",19,4,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",95
"Aeroméxico","SJC","LAX",21,5,2023,"Hombre","Trabajo","Hotel","Transporte público","No es de conexion",206
"Aeroméxico","LAX","SJC",12,6,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",162
"Interjet","PDX","LAX",26,12,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",235
"Interjet","PDX","LAX",5,9,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",139
"Interjet","JFK","SJC",29,3,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",180
"Aeromar","GDL","PDX",22,12,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",169
"Aeroméxico","SJC","JFK",9,10,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",67
"Volaris","PDX","GDL",9,9,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","Es de conexion",109
"Aeroméxico","JFK","GDL",7,4,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",230
"Volaris","SJC","GDL",14,7,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",188
"Aeroméxico","GDL","PDX",15,6,2023,"Hombre","Vuelta a casa","Casa","Transporte público","Es de conexion",49
"VivaAerobus","LAX","SJC",10,5,2023,"Hombre","Vacaciones/placer","Casa","Recogida","Es de conexion",188
"Aeromar","SJC","GDL",11,12,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",164
"Volaris","GDL","SJC",14,9,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",188
"Aeroméxico","JFK","GDL",21,4,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",32
"Volaris","LAX","JFK",2,4,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",63
"Volaris","SJC","GDL",27,4,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","No es de conexion",220
"Volaris","PDX","GDL",19,4,2023,"Mujer","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",89
"Interjet","PDX","JFK",13,5,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","No es de conexion",124
"VivaAerobus","PDX","SJC",10,11,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","Es de conexion",139
"VivaAerobus","SJC","PDX",7,2,2023,"Mujer","Trabajo","Casa","Renta de autos","No es de conexion",226
"Volaris","JFK","SJC",8,8,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",220
"Aeroméxico","GDL","PDX",11,8,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",226
"Aeromar","LAX","PDX",14,2,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","No es de conexion",232
"Aeromar","LAX","GDL",9,1,2023,"Mujer","Vuelta a casa","Casa","Auto propio","Es de conexion",159
"Interjet","LAX","JFK",18,11,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",60
"Aeromar","LAX","GDL",18,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",57
"Volaris","JFK","LAX",16,12,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","No es de conexion",40
"Interjet","JFK","GDL",18,6,2023,"Mujer","Trabajo","Amigos","Recogida","Es de conexion",63
"VivaAerobus","JFK","GDL",21,7,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","No es de conexion",216
"Aeromar","JFK","SJC",27,1,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",97
"Interjet","LAX","PDX",26,11,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",216
"Aeromar","PDX","JFK",14,12,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",174
"Volaris","SJC","LAX",15,8,2023,"Hombre","Vuelta a casa","Amigos","Transporte público","Es de conexion",58
"Aeromar","SJC","GDL",24,9,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","No es de conexion",208
"Volaris","SJC","LAX",27,10,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",150
"Volaris","PDX","LAX",15,4,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",150
"Aeromar","PDX","SJC",1,3,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",182
"Interjet","JFK","PDX",5,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",158
"Interjet","SJC","GDL",4,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",143
"Aeromar","PDX","GDL",10,2,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",64
"Aeroméxico","LAX","SJC",27,9,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",144
"Aeromar","LAX","GDL",17,1,2023,"Hombre","Vacaciones/placer","Casa","Recogida","Es de conexion",161
"Interjet","SJC","JFK",5,7,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",129
"VivaAerobus","JFK","SJC",8,3,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",108
"Aeromar","LAX","PDX",6,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",47
"Volaris","PDX","JFK",1,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","Es de conexion",184
"Aeromar","LAX","PDX",11,2,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",180
